Transaction_Amount,Transaction_Type,Time_of_Transaction,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Device_Used,Fraudulent
49997.8,Bank Transfer,2.0,San Francisco,4,4,1,UPI,Mobile,0
4706.27,Bank Transfer,8.0,Boston,0,72,3,Debit Card,Mobile,0
1483.24,Online Purchase,6.0,Chicago,4,33,2,UPI,Mobile,0
4485.68,POS Payment,16.0,New York,1,16,14,UPI,Desktop,0
688.91,Bank Transfer,18.0,Miami,1,44,7,Debit Card,Mobile,0
4430.16,Bill Payment,16.0,San Francisco,2,51,12,Net Banking,Desktop,0
2800.37,Bank Transfer,20.0,Seattle,3,99,1,Net Banking,Unknown Device,0
4238.99,POS Payment,10.0,Los Angeles,2,104,5,Credit Card,Desktop,0
3722.81,Bill Payment,16.0,New York,1,104,11,Credit Card,Mobile,0
2651.6,ATM Withdrawal,21.0,Miami,0,89,4,Debit Card,Tablet,1
1946.3,Bill Payment,6.0,Houston,4,40,3,Debit Card,Desktop,0
2442.41,Bank Transfer,0.0,Los Angeles,1,24,13,Debit Card,Desktop,0
3354.14,Bank Transfer,19.0,Houston,3,29,5,Net Banking,Tablet,1
3632.12,Online Purchase,7.0,Chicago,0,82,8,UPI,Mobile,1
4114.94,Bill Payment,13.0,Houston,2,111,6,Debit Card,Mobile,0
4780.55,Bank Transfer,9.0,Seattle,3,64,11,Net Banking,Mobile,0
1214.59,Bill Payment,1.0,New York,3,50,8,UPI,Tablet,0
3477.21,ATM Withdrawal,10.0,Los Angeles,2,100,7,Net Banking,Desktop,0
2342.74,ATM Withdrawal,22.0,Chicago,3,32,5,Credit Card,Unknown Device,0
751.02,POS Payment,3.0,Chicago,0,100,1,UPI,Desktop,0
967.43,Bill Payment,23.0,Seattle,1,106,9,Debit Card,Desktop,0
330.51,ATM Withdrawal,4.0,New York,2,29,6,Net Banking,Tablet,0
616.38,Bill Payment,16.0,Seattle,4,10,14,UPI,Mobile,0
4410.44,Bill Payment,10.0,New York,4,86,11,Invalid Method,Desktop,1
1430.07,Bill Payment,18.0,San Francisco,0,74,14,UPI,Mobile,0
806.92,POS Payment,9.0,Los Angeles,2,22,9,UPI,Tablet,0
767.74,POS Payment,9.0,Houston,1,63,1,Debit Card,Mobile,0
3492.12,POS Payment,13.0,Boston,4,68,6,UPI,Tablet,0
586.1,Online Purchase,10.0,Chicago,0,81,13,UPI,Desktop,0
3497.51,Bank Transfer,8.0,Houston,2,113,12,Net Banking,Desktop,0
1875.31,Bill Payment,2.0,Boston,3,98,5,UPI,Tablet,0
2572.97,ATM Withdrawal,10.0,Chicago,3,116,11,Credit Card,Mobile,0
3944.55,Bank Transfer,15.0,New York,2,107,6,Invalid Method,Desktop,0
1333.49,Online Purchase,4.0,Seattle,1,97,6,Credit Card,Mobile,0
2254.65,Online Purchase,12.0,Boston,4,61,11,Net Banking,Mobile,0
1770.13,POS Payment,12.0,Seattle,1,65,5,Net Banking,Desktop,0
3203.27,POS Payment,1.0,Miami,4,41,3,Debit Card,Desktop,0
2037.41,POS Payment,11.0,Los Angeles,3,113,13,Credit Card,Mobile,0
3332.08,Bank Transfer,9.0,Boston,3,29,2,UPI,Tablet,0
885.67,ATM Withdrawal,6.0,Houston,2,17,14,Net Banking,Mobile,0
688.71,ATM Withdrawal,9.0,Boston,2,56,11,Credit Card,Desktop,0
418.63,POS Payment,7.0,Chicago,3,7,14,UPI,Desktop,0
769.06,Online Purchase,5.0,Boston,3,13,9,UPI,Tablet,0
277.33,ATM Withdrawal,16.0,Houston,4,70,1,Net Banking,Desktop,0
3956.3,ATM Withdrawal,21.0,Houston,4,78,1,Credit Card,Desktop,0
2956.59,POS Payment,11.0,Seattle,2,66,1,Net Banking,Tablet,0
4248.09,Online Purchase,12.0,Boston,0,100,8,Invalid Method,Tablet,0
2850.53,Bank Transfer,0.0,Los Angeles,4,87,3,UPI,Desktop,0
4704.58,Online Purchase,18.0,New York,1,74,14,Credit Card,Mobile,0
615.2,Online Purchase,0.0,Los Angeles,3,29,5,UPI,Tablet,0
3094.3,POS Payment,8.0,Boston,0,101,7,Credit Card,Desktop,0
3610.56,Online Purchase,18.0,Chicago,2,49,4,Net Banking,Mobile,1
668.61,POS Payment,23.0,Boston,4,102,10,Credit Card,Mobile,0
4887.25,ATM Withdrawal,15.0,San Francisco,2,33,5,Credit Card,Desktop,0
1598.41,Bank Transfer,1.0,Boston,3,88,8,UPI,Desktop,0
3642.91,ATM Withdrawal,0.0,New York,4,95,9,Credit Card,Unknown Device,0
1119.67,Bank Transfer,13.0,New York,0,39,6,Net Banking,Desktop,0
3016.13,ATM Withdrawal,15.0,Boston,2,13,1,Credit Card,Tablet,0
3767.71,Online Purchase,16.0,Houston,2,107,9,Debit Card,Mobile,0
2099.09,Bill Payment,3.0,Los Angeles,4,76,7,UPI,Mobile,1
1035.01,Bank Transfer,21.0,Chicago,0,54,8,Debit Card,Desktop,0
4483.62,POS Payment,10.0,Boston,1,92,14,UPI,Mobile,0
1125.17,Bill Payment,19.0,Miami,1,32,5,Debit Card,Tablet,0
3168.41,Online Purchase,7.0,Houston,2,41,13,Invalid Method,Mobile,0
859.97,Bill Payment,2.0,Los Angeles,3,51,11,Debit Card,Unknown Device,0
3884.39,Bank Transfer,22.0,Houston,2,116,12,UPI,Mobile,0
4975.85,Online Purchase,11.0,Los Angeles,1,46,9,UPI,Mobile,0
280.08,Bank Transfer,17.0,Chicago,2,41,6,Net Banking,Mobile,1
4993.72,Online Purchase,2.0,Miami,0,99,1,Debit Card,Desktop,0
1398.48,ATM Withdrawal,0.0,Los Angeles,0,16,13,Net Banking,Tablet,0
2232.14,Bank Transfer,21.0,Houston,3,15,1,Credit Card,Mobile,0
4259.77,ATM Withdrawal,10.0,Houston,2,107,5,Debit Card,Desktop,0
2189.92,Online Purchase,2.0,Boston,0,114,5,UPI,Mobile,0
1849.58,Online Purchase,18.0,Seattle,3,95,5,Credit Card,Tablet,1
4736.74,Online Purchase,20.0,Boston,2,87,10,Credit Card,Mobile,0
4655.57,POS Payment,16.0,Boston,1,83,12,UPI,Mobile,0
3671.26,Bank Transfer,17.0,Miami,0,116,2,Net Banking,Mobile,0
3077.8,Online Purchase,10.0,New York,3,39,11,Credit Card,Desktop,0
931.33,Bill Payment,1.0,Miami,0,59,4,Credit Card,Desktop,0
1434.33,Bill Payment,11.0,Los Angeles,2,90,13,UPI,Desktop,0
4416.35,POS Payment,16.0,Houston,0,71,12,Net Banking,Desktop,0
4789.48,Bank Transfer,10.0,Miami,2,18,2,Debit Card,Desktop,0
3150.86,ATM Withdrawal,14.0,Los Angeles,4,34,12,UPI,Mobile,0
2745.71,POS Payment,15.0,Seattle,3,99,2,Debit Card,Tablet,0
2636.04,POS Payment,11.0,Houston,3,15,5,UPI,Desktop,0
2528.6,Online Purchase,17.0,Miami,4,89,13,Net Banking,Tablet,1
4055.79,Bill Payment,14.0,New York,4,82,9,Credit Card,Desktop,0
4236.88,Bill Payment,9.0,Seattle,3,91,13,Debit Card,Mobile,0
4406.27,Bill Payment,8.0,Houston,3,8,10,Credit Card,Tablet,0
2676.07,Bill Payment,13.0,Chicago,3,91,8,Debit Card,Tablet,0
4077.25,Bill Payment,5.0,Boston,3,96,14,Net Banking,Desktop,0
3141.03,Online Purchase,2.0,Houston,3,40,6,Net Banking,Mobile,0
398.66,Bill Payment,19.0,New York,3,88,6,Net Banking,Tablet,0
3754.3,POS Payment,16.0,Boston,3,116,2,UPI,Unknown Device,0
3104.96,ATM Withdrawal,4.0,San Francisco,1,86,10,Net Banking,Desktop,0
748.18,ATM Withdrawal,18.0,Los Angeles,4,48,6,Net Banking,Mobile,0
313.15,Online Purchase,7.0,New York,3,45,5,UPI,Desktop,0
4024.59,Online Purchase,3.0,Boston,3,104,12,Debit Card,Desktop,0
1803.88,Online Purchase,11.0,Seattle,1,72,10,Debit Card,Mobile,0
2099.52,POS Payment,8.0,Houston,3,55,13,Debit Card,Tablet,0
2058.48,Online Purchase,19.0,Chicago,1,74,7,UPI,Desktop,1
3600.17,Bill Payment,4.0,Seattle,3,119,7,Credit Card,Mobile,0
263.83,Online Purchase,9.0,Los Angeles,1,41,3,UPI,Mobile,0
1658.39,Bank Transfer,3.0,San Francisco,3,31,10,Credit Card,Tablet,0
3533.52,Bank Transfer,4.0,Seattle,4,54,1,Credit Card,Desktop,0
2295.64,Online Purchase,9.0,New York,1,2,14,Debit Card,Mobile,0
202.39,POS Payment,11.0,Miami,4,63,12,Debit Card,Mobile,0
2558.88,ATM Withdrawal,15.0,New York,4,114,6,Credit Card,Mobile,0
352.2,ATM Withdrawal,17.0,Seattle,1,62,5,Debit Card,Desktop,0
4225.02,ATM Withdrawal,23.0,Houston,2,102,6,Credit Card,Mobile,0
51.05,Online Purchase,20.0,Boston,3,58,12,Debit Card,Mobile,0
2848.64,POS Payment,8.0,Houston,1,8,12,Debit Card,Mobile,0
1541.83,POS Payment,18.0,Seattle,4,104,2,Net Banking,Desktop,0
2124.73,ATM Withdrawal,16.0,New York,2,61,14,UPI,Tablet,0
932.64,Bank Transfer,18.0,Chicago,2,99,2,Net Banking,Desktop,0
391.43,ATM Withdrawal,12.0,Boston,2,60,9,UPI,Desktop,0
3284.27,ATM Withdrawal,23.0,Boston,0,79,11,Debit Card,Desktop,0
2020.29,ATM Withdrawal,5.0,New York,4,100,4,Net Banking,Desktop,0
693.54,ATM Withdrawal,9.0,New York,3,43,6,Credit Card,Desktop,0
4497.66,ATM Withdrawal,10.0,Boston,4,91,5,Net Banking,Mobile,0
4207.9,Bank Transfer,8.0,Miami,2,94,11,Credit Card,Desktop,0
3662.21,Online Purchase,23.0,New York,4,61,10,Credit Card,Desktop,0
1752.06,Bill Payment,15.0,San Francisco,0,58,9,Net Banking,Mobile,0
867.14,ATM Withdrawal,18.0,Seattle,2,36,6,Debit Card,Mobile,0
2354.67,POS Payment,22.0,Los Angeles,4,71,11,Net Banking,Mobile,0
1420.26,POS Payment,22.0,San Francisco,2,7,4,Debit Card,Tablet,0
664.91,POS Payment,3.0,Houston,3,53,2,UPI,Desktop,0
1572.53,ATM Withdrawal,12.0,Houston,2,20,13,Credit Card,Mobile,0
3150.88,Bank Transfer,22.0,Miami,4,81,8,Debit Card,Mobile,0
2286.62,ATM Withdrawal,13.0,Houston,3,24,9,UPI,Desktop,0
192.39,POS Payment,23.0,Chicago,0,17,10,UPI,Tablet,0
529.39,POS Payment,20.0,Houston,2,62,12,UPI,Desktop,0
144.41,ATM Withdrawal,14.0,Chicago,3,85,9,Credit Card,Tablet,0
3008.83,ATM Withdrawal,6.0,Seattle,2,100,7,Debit Card,Mobile,0
3005.41,Online Purchase,18.0,Los Angeles,4,52,12,UPI,Mobile,0
3183.45,Bank Transfer,17.0,Chicago,2,94,12,Credit Card,Tablet,0
4419.79,Bank Transfer,16.0,Los Angeles,3,71,11,Debit Card,Tablet,0
2032.14,ATM Withdrawal,18.0,San Francisco,0,7,11,UPI,Tablet,0
3829.87,Bill Payment,17.0,Los Angeles,3,84,9,Credit Card,Tablet,0
1443.7,Bank Transfer,11.0,Chicago,4,57,7,Credit Card,Tablet,0
2605.22,Bank Transfer,10.0,Boston,4,62,5,Debit Card,Mobile,0
3948.66,Online Purchase,8.0,Miami,4,36,12,Net Banking,Desktop,0
1536.14,Online Purchase,18.0,Houston,2,43,11,Debit Card,Desktop,0
4362.2,Online Purchase,19.0,Houston,2,92,14,Credit Card,Mobile,0
1806.95,POS Payment,19.0,Seattle,1,39,7,Debit Card,Tablet,0
1057.66,Bill Payment,17.0,Los Angeles,3,16,7,Credit Card,Unknown Device,0
4539.87,Online Purchase,12.0,Houston,4,72,13,Debit Card,Mobile,0
562.23,Bill Payment,5.0,New York,3,36,3,Credit Card,Mobile,0
1224.05,Bill Payment,19.0,San Francisco,2,109,12,UPI,Tablet,0
3000.8,Online Purchase,0.0,Miami,0,21,7,UPI,Mobile,0
2902.19,Online Purchase,14.0,New York,0,115,8,UPI,Mobile,0
3603.45,Bill Payment,3.0,Boston,1,77,3,Credit Card,Desktop,0
574.68,Online Purchase,10.0,Boston,0,36,13,Net Banking,Mobile,0
1762.42,ATM Withdrawal,5.0,Chicago,3,34,4,UPI,Desktop,0
2335.1,Bank Transfer,0.0,New York,2,78,3,UPI,Desktop,0
1557.24,Bank Transfer,12.0,New York,1,2,3,Debit Card,Desktop,0
2603.09,Bank Transfer,15.0,Seattle,2,55,7,UPI,Desktop,0
3674.71,ATM Withdrawal,22.0,San Francisco,2,46,3,Net Banking,Desktop,0
2888.69,Bill Payment,14.0,Miami,2,110,2,Debit Card,Mobile,0
550.35,Bill Payment,2.0,New York,0,86,8,Net Banking,Tablet,0
3667.5,Online Purchase,14.0,Seattle,3,108,8,UPI,Tablet,0
3607.68,POS Payment,15.0,Los Angeles,2,1,1,Net Banking,Desktop,0
4532.97,ATM Withdrawal,19.0,Houston,0,50,9,Credit Card,Tablet,0
2646.53,Bill Payment,0.0,Miami,2,13,14,Credit Card,Mobile,0
452.59,Bank Transfer,15.0,Los Angeles,3,38,1,UPI,Tablet,0
95.86,POS Payment,13.0,Chicago,4,84,10,Debit Card,Tablet,0
655.69,POS Payment,2.0,New York,3,42,14,Debit Card,Mobile,1
2826.65,POS Payment,1.0,Seattle,3,17,12,Credit Card,Mobile,0
1700.91,Bank Transfer,21.0,Los Angeles,3,113,4,Credit Card,Mobile,0
1710.05,Bill Payment,3.0,New York,2,42,6,Credit Card,Tablet,0
1540.33,Online Purchase,0.0,New York,0,107,10,Debit Card,Mobile,0
1913.85,Bank Transfer,15.0,Houston,4,105,5,Net Banking,Tablet,0
1237.57,Bank Transfer,16.0,New York,0,1,9,UPI,Desktop,0
2928.08,POS Payment,10.0,San Francisco,4,112,5,UPI,Mobile,0
4326.21,Bank Transfer,14.0,Miami,1,86,6,Debit Card,Mobile,1
3488.91,ATM Withdrawal,1.0,Chicago,0,49,14,Debit Card,Tablet,0
1436.34,POS Payment,8.0,New York,1,9,1,Credit Card,Tablet,0
766.84,Bank Transfer,20.0,Los Angeles,1,106,7,Credit Card,Mobile,0
4974.5,Online Purchase,21.0,San Francisco,3,100,1,Net Banking,Desktop,0
869.33,Bill Payment,9.0,Houston,4,34,13,Net Banking,Desktop,0
3590.95,Online Purchase,19.0,Seattle,3,97,13,UPI,Tablet,0
4307.34,Bill Payment,19.0,Houston,0,91,9,Credit Card,Mobile,0
3020.53,Online Purchase,3.0,Houston,1,31,4,Credit Card,Tablet,0
3913.78,POS Payment,6.0,Chicago,1,80,8,UPI,Mobile,0
2699.68,Online Purchase,2.0,Seattle,2,23,5,Net Banking,Mobile,0
960.96,Bank Transfer,1.0,New York,1,16,5,Debit Card,Desktop,0
1505.96,Bank Transfer,18.0,Los Angeles,4,115,12,Credit Card,Desktop,0
3444.75,Online Purchase,2.0,New York,0,61,5,Debit Card,Mobile,0
3639.14,Bill Payment,10.0,Houston,0,67,14,Credit Card,Desktop,0
605.17,Bill Payment,6.0,Seattle,3,99,13,UPI,Tablet,0
2739.57,Online Purchase,1.0,New York,0,76,5,Debit Card,Desktop,0
3646.87,ATM Withdrawal,3.0,Houston,0,70,6,Net Banking,Mobile,0
3453.62,ATM Withdrawal,13.0,Houston,4,58,3,UPI,Mobile,0
3282.12,Online Purchase,10.0,San Francisco,1,38,7,Credit Card,Tablet,0
4007.38,POS Payment,12.0,Los Angeles,0,26,11,Credit Card,Mobile,0
3994.05,Bill Payment,21.0,Seattle,3,58,5,Credit Card,Tablet,0
1641.68,Online Purchase,0.0,Seattle,0,83,7,Credit Card,Mobile,0
2169.09,POS Payment,2.0,Boston,4,53,1,Net Banking,Mobile,0
759.02,Online Purchase,15.0,Seattle,2,37,3,Credit Card,Unknown Device,0
2461.31,POS Payment,7.0,San Francisco,2,17,13,Credit Card,Desktop,0
4149.78,Bill Payment,1.0,Los Angeles,4,110,11,Debit Card,Mobile,0
4766.13,Bill Payment,11.0,Los Angeles,3,16,8,Credit Card,Tablet,0
2031.17,Bill Payment,0.0,San Francisco,1,31,5,Credit Card,Desktop,1
735.12,Online Purchase,22.0,Boston,1,72,14,Net Banking,Mobile,0
4552.84,ATM Withdrawal,7.0,Chicago,3,73,11,Debit Card,Tablet,0
1719.67,ATM Withdrawal,17.0,Boston,0,79,2,Credit Card,Desktop,0
4818.8,ATM Withdrawal,11.0,Miami,3,69,6,Debit Card,Mobile,0
3866.74,Bank Transfer,19.0,Boston,1,113,8,UPI,Desktop,0
714.94,ATM Withdrawal,17.0,Houston,1,96,5,UPI,Mobile,0
1566.21,ATM Withdrawal,1.0,Seattle,2,33,6,Debit Card,Mobile,0
1839.06,Bank Transfer,0.0,Los Angeles,4,116,13,Net Banking,Tablet,0
3486.23,ATM Withdrawal,2.0,Chicago,2,29,7,Credit Card,Tablet,0
1246.6,ATM Withdrawal,3.0,San Francisco,3,29,1,Debit Card,Mobile,0
392.47,POS Payment,9.0,Boston,2,19,3,UPI,Tablet,0
4373.51,Bill Payment,20.0,San Francisco,0,59,12,Net Banking,Mobile,0
826.14,ATM Withdrawal,14.0,Houston,0,41,7,UPI,Desktop,0
1439.77,ATM Withdrawal,21.0,Boston,3,10,3,Credit Card,Unknown Device,0
4005.53,Bank Transfer,17.0,Chicago,1,100,2,UPI,Desktop,0
2584.44,POS Payment,15.0,Houston,0,112,2,Debit Card,Desktop,0
1472.63,Bill Payment,3.0,Houston,0,118,5,Debit Card,Mobile,0
3288.21,ATM Withdrawal,10.0,San Francisco,3,21,4,Credit Card,Tablet,0
3671.11,ATM Withdrawal,15.0,Boston,4,59,8,UPI,Desktop,0
3987.92,ATM Withdrawal,2.0,Seattle,2,47,1,Invalid Method,Desktop,0
1713.36,Bank Transfer,10.0,Houston,4,91,14,Net Banking,Desktop,0
4854.03,ATM Withdrawal,21.0,Seattle,0,43,14,Net Banking,Mobile,0
4300.55,Online Purchase,8.0,Chicago,0,93,11,Net Banking,Tablet,0
2751.45,Bank Transfer,22.0,Houston,2,21,9,Credit Card,Mobile,0
4266.65,Bank Transfer,6.0,Los Angeles,0,110,9,UPI,Tablet,0
821.17,Bank Transfer,9.0,Houston,3,30,11,Debit Card,Mobile,0
4268.7,Bill Payment,23.0,San Francisco,1,102,12,Credit Card,Desktop,0
4684.54,Online Purchase,21.0,Chicago,3,92,11,UPI,Desktop,0
2915.78,POS Payment,12.0,Houston,2,77,7,Credit Card,Desktop,0
305.77,Bill Payment,23.0,San Francisco,0,15,10,Debit Card,Unknown Device,0
3542.83,ATM Withdrawal,22.0,Boston,3,68,3,Credit Card,Unknown Device,0
4518.98,POS Payment,21.0,Seattle,0,84,13,Credit Card,Tablet,0
4742.77,Bill Payment,6.0,San Francisco,1,51,2,Net Banking,Tablet,0
1847.95,ATM Withdrawal,6.0,San Francisco,4,38,8,Debit Card,Tablet,0
1947.85,Online Purchase,13.0,Boston,1,73,6,Debit Card,Tablet,0
4706.95,ATM Withdrawal,10.0,Boston,4,83,5,UPI,Mobile,0
3847.29,Bill Payment,12.0,Miami,4,91,13,Credit Card,Desktop,0
4616.88,Bank Transfer,7.0,Seattle,0,94,7,Debit Card,Desktop,0
978.61,Bank Transfer,12.0,Los Angeles,3,36,11,Debit Card,Desktop,0
4306.88,Online Purchase,10.0,San Francisco,0,54,9,Credit Card,Mobile,0
4849.51,Bill Payment,1.0,San Francisco,1,16,13,UPI,Tablet,0
615.87,Bill Payment,22.0,Boston,1,101,14,Net Banking,Tablet,0
4215.98,Bill Payment,23.0,Houston,2,27,1,UPI,Mobile,0
2264.34,ATM Withdrawal,5.0,Seattle,3,101,1,Debit Card,Mobile,0
3243.9,Online Purchase,12.0,Houston,0,101,12,UPI,Tablet,0
2165.71,ATM Withdrawal,14.0,Boston,0,1,5,UPI,Desktop,0
3443.62,Bill Payment,13.0,Los Angeles,4,6,13,Debit Card,Tablet,0
3315.74,Bill Payment,6.0,Los Angeles,2,51,8,UPI,Tablet,0
4108.41,POS Payment,20.0,Miami,3,33,6,Credit Card,Tablet,0
289.69,ATM Withdrawal,18.0,Chicago,0,74,11,Net Banking,Mobile,0
4093.52,ATM Withdrawal,18.0,Houston,3,29,6,UPI,Tablet,0
2966.68,Online Purchase,18.0,Los Angeles,4,106,3,Credit Card,Tablet,0
567.89,ATM Withdrawal,11.0,Boston,1,3,2,Credit Card,Mobile,0
1603.66,POS Payment,13.0,Boston,0,2,11,UPI,Mobile,0
4720.94,ATM Withdrawal,15.0,Seattle,2,68,5,UPI,Mobile,0
2345.64,POS Payment,9.0,San Francisco,0,12,6,UPI,Desktop,0
1972.14,ATM Withdrawal,23.0,San Francisco,3,18,8,Debit Card,Tablet,0
2789.27,ATM Withdrawal,9.0,Chicago,1,80,4,Credit Card,Tablet,0
4237.81,ATM Withdrawal,16.0,Miami,2,10,13,UPI,Tablet,0
4047.4,ATM Withdrawal,14.0,New York,3,107,14,Net Banking,Desktop,0
4074.85,POS Payment,22.0,Miami,1,66,1,Debit Card,Mobile,0
1176.68,Bill Payment,5.0,Seattle,2,97,3,Credit Card,Mobile,0
1424.0,Bill Payment,15.0,Chicago,0,74,8,UPI,Mobile,0
2131.83,Online Purchase,6.0,Boston,1,48,7,Debit Card,Desktop,0
2974.2,POS Payment,2.0,Boston,1,19,5,Debit Card,Mobile,0
1610.41,ATM Withdrawal,0.0,San Francisco,1,31,3,UPI,Desktop,0
3359.12,Online Purchase,1.0,New York,1,13,10,UPI,Mobile,0
4962.51,Bill Payment,18.0,Boston,3,85,14,Net Banking,Mobile,0
3257.65,ATM Withdrawal,17.0,Houston,4,101,12,Net Banking,Mobile,0
4304.21,Bill Payment,0.0,Houston,3,54,7,Net Banking,Desktop,1
4310.64,POS Payment,23.0,New York,1,67,8,Net Banking,Tablet,0
3921.33,POS Payment,6.0,Miami,3,74,1,UPI,Mobile,0
3616.66,Online Purchase,2.0,Seattle,1,11,8,Credit Card,Desktop,0
3940.85,Bill Payment,4.0,Los Angeles,0,103,14,UPI,Desktop,0
1851.77,ATM Withdrawal,7.0,New York,2,116,1,UPI,Tablet,0
795.19,Online Purchase,0.0,Chicago,4,21,3,Credit Card,Desktop,0
3131.25,Online Purchase,11.0,Houston,3,39,12,Credit Card,Desktop,0
4568.32,ATM Withdrawal,17.0,San Francisco,1,36,14,Net Banking,Mobile,0
2992.2,Bill Payment,8.0,New York,1,85,7,Credit Card,Mobile,0
1308.33,Bank Transfer,13.0,New York,1,47,11,Net Banking,Mobile,0
3876.51,POS Payment,16.0,New York,4,85,5,Debit Card,Tablet,0
49997.8,Bank Transfer,1.0,New York,4,10,11,Debit Card,Mobile,0
2832.01,Bank Transfer,1.0,New York,3,48,13,Debit Card,Tablet,0
851.78,Bill Payment,8.0,San Francisco,0,72,7,UPI,Desktop,0
168.05,Bank Transfer,13.0,Boston,4,35,13,Net Banking,Desktop,0
3857.55,Bank Transfer,7.0,New York,3,46,9,Net Banking,Desktop,0
2837.16,Bill Payment,11.0,Chicago,4,57,4,Debit Card,Desktop,0
4352.85,ATM Withdrawal,11.0,Seattle,0,92,13,UPI,Tablet,0
3334.52,ATM Withdrawal,4.0,Seattle,1,15,8,UPI,Tablet,0
1108.74,Bank Transfer,17.0,San Francisco,1,91,13,Net Banking,Desktop,0
45.02,Bill Payment,16.0,San Francisco,1,34,7,Credit Card,Tablet,0
3484.04,Bank Transfer,4.0,New York,1,35,13,Debit Card,Desktop,0
706.31,ATM Withdrawal,7.0,New York,1,18,11,UPI,Mobile,0
4442.78,Online Purchase,18.0,Los Angeles,0,95,12,Credit Card,Mobile,0
4231.96,Bill Payment,2.0,New York,2,75,8,Credit Card,Mobile,0
3268.92,POS Payment,7.0,New York,2,57,7,UPI,Desktop,0
2492.28,ATM Withdrawal,18.0,Miami,1,78,9,UPI,Mobile,1
1335.14,Bank Transfer,17.0,San Francisco,0,61,7,Debit Card,Desktop,1
201.69,Bank Transfer,16.0,Houston,0,83,10,UPI,Desktop,0
3073.04,Bill Payment,20.0,Chicago,2,67,1,UPI,Tablet,0
4566.29,Online Purchase,11.0,Miami,2,42,8,Debit Card,Tablet,1
1796.9,Online Purchase,9.0,New York,2,68,11,Debit Card,Mobile,0
3884.86,Bill Payment,21.0,Miami,3,71,7,Debit Card,Desktop,0
1494.32,Online Purchase,18.0,Seattle,2,79,5,Debit Card,Desktop,0
1296.57,Bill Payment,14.0,Houston,4,89,3,Net Banking,Tablet,0
1453.64,Online Purchase,18.0,Chicago,2,18,12,Credit Card,Mobile,0
3649.14,Bill Payment,4.0,San Francisco,2,64,7,Net Banking,Mobile,0
598.2,Online Purchase,11.0,San Francisco,1,66,7,Credit Card,Mobile,0
835.65,Bill Payment,11.0,Chicago,1,41,3,Credit Card,Unknown Device,1
2302.25,Bill Payment,12.0,Los Angeles,3,44,4,Debit Card,Desktop,0
1904.5,Bank Transfer,21.0,Miami,1,90,12,UPI,Tablet,0
15.11,ATM Withdrawal,11.0,Miami,2,63,2,Net Banking,Desktop,0
3980.34,Bill Payment,11.0,Boston,3,27,9,UPI,Mobile,0
482.69,POS Payment,3.0,Chicago,4,9,10,UPI,Mobile,0
827.55,ATM Withdrawal,2.0,Seattle,1,115,13,Credit Card,Desktop,0
492.71,Bank Transfer,13.0,Seattle,1,100,11,Credit Card,Tablet,0
2480.41,Bank Transfer,4.0,Houston,0,79,10,Credit Card,Tablet,0
3947.94,Bill Payment,10.0,Seattle,2,70,1,Net Banking,Mobile,0
4750.93,ATM Withdrawal,15.0,Boston,0,75,5,UPI,Tablet,0
4152.39,ATM Withdrawal,6.0,New York,2,43,6,Net Banking,Mobile,0
1005.38,POS Payment,1.0,Miami,3,53,4,UPI,Mobile,0
3011.1,ATM Withdrawal,6.0,Boston,0,100,13,UPI,Tablet,0
386.98,Bank Transfer,13.0,Seattle,1,28,7,Debit Card,Mobile,0
4993.75,Bill Payment,15.0,New York,2,103,10,Credit Card,Unknown Device,0
2766.04,Bill Payment,15.0,Chicago,0,118,4,UPI,Mobile,0
231.25,Bank Transfer,2.0,Boston,0,16,1,Credit Card,Desktop,0
4786.44,Bank Transfer,7.0,Chicago,2,98,14,Debit Card,Mobile,0
4805.07,Bank Transfer,17.0,Chicago,3,3,2,UPI,Desktop,0
2413.33,Bill Payment,20.0,San Francisco,3,30,2,Debit Card,Desktop,0
4558.4,Bill Payment,7.0,Los Angeles,0,105,11,Net Banking,Desktop,0
3294.78,Bill Payment,23.0,Los Angeles,0,23,9,Debit Card,Tablet,0
2685.29,Online Purchase,11.0,San Francisco,0,101,4,Debit Card,Tablet,0
48.14,POS Payment,19.0,Seattle,1,32,14,UPI,Desktop,0
1178.79,Bill Payment,19.0,Los Angeles,3,108,14,Credit Card,Tablet,0
3101.97,Online Purchase,10.0,New York,4,18,3,Net Banking,Desktop,0
1460.03,Bank Transfer,13.0,Los Angeles,2,97,14,UPI,Desktop,0
340.52,ATM Withdrawal,5.0,Houston,0,71,9,Net Banking,Mobile,1
2449.04,POS Payment,5.0,San Francisco,0,48,2,UPI,Desktop,0
3535.63,Online Purchase,22.0,Seattle,0,102,6,UPI,Tablet,0
196.97,Bill Payment,23.0,Los Angeles,3,85,3,Debit Card,Tablet,0
2121.27,ATM Withdrawal,18.0,Los Angeles,3,87,5,Net Banking,Desktop,0
2799.01,ATM Withdrawal,16.0,Miami,0,25,5,UPI,Tablet,0
2136.5,ATM Withdrawal,17.0,Los Angeles,0,65,1,UPI,Desktop,0
1873.81,Bill Payment,16.0,Boston,4,87,1,Credit Card,Desktop,0
2204.47,ATM Withdrawal,10.0,Chicago,0,35,7,Credit Card,Tablet,1
3317.04,ATM Withdrawal,17.0,Los Angeles,1,49,4,Credit Card,Unknown Device,0
